,Type,PRECIPITATION_MA,TEMPERATURE_MA
20865,4,1.7,33.5
20866,4,4.31,73.7
20867,4,4.62,35.1
20868,4,6.5,47.2
20869,4,7.33,72.6
20870,4,4.84,73.0
20871,4,3.26,37.3
20872,4,4.75,36.0
20873,4,6.57,72.3
20874,4,6.07,41.0
20876,4,1.61,72.3
20882,4,6.86,72.8
20883,4,4.71,40.0
20900,11,6.7,70.5
20901,11,4.44,45.9
20902,11,6.78,69.9
20903,11,3.47,35.5
20904,11,8.09,39.4
20905,11,7.88,68.8
20906,11,4.18,38.2
20907,11,6.49,72.3
20908,11,2.17,34.0
20909,11,7.05,68.6
20910,11,4.55,35.2
20911,11,3.71,71.7
20912,11,4.43,71.6
20913,11,6.36,47.5
20914,11,3.88,39.8
20915,11,5.12,73.0
20916,11,5.08,71.7
20917,11,5.73,37.3
20919,11,5.93,42.3
20921,11,1.1,70.1
20926,11,3.53,72.5
20927,11,3.19,40.5
20944,11,2.44,74.6
20945,11,0.87,32.5
20946,11,2.7,73.5
20947,11,0.91,26.6
20948,11,1.22,29.7
20949,11,3.81,69.7
20950,11,2.57,28.8
20951,11,12.34,73.5
20952,11,0.21,24.6
20953,11,2.91,71.7
20954,11,1.46,23.8
20955,11,2.45,73.5
20956,11,5.4,33.0
20957,11,7.86,69.4
20958,11,1.48,28.6
20959,11,10.05,69.9
20960,11,3.99,69.4
20961,11,0.55,16.8
20962,11,1.36,26.9
20963,11,2.88,71.5
20968,11,6.01,69.9
20969,11,2.53,29.6
20988,5,6.39,71.6
20989,5,4.18,46.2
20990,5,5.85,70.8
20991,5,3.26,35.9
20992,5,7.99,69.6
20993,5,8.48,40.1
20994,5,6.59,73.4
20995,5,4.25,39.0
20996,5,5.78,69.5
20997,5,2.38,34.6
20998,5,3.23,72.7
20999,5,5.02,35.8
21000,5,6.74,48.3
21001,5,5.71,72.4
21004,5,3.4,39.7
21005,5,4.93,73.2
21006,5,5.63,37.6
21007,5,5.43,72.5
21008,5,1.18,70.6
21009,5,6.21,42.8
21014,5,4.09,72.6
21015,5,3.16,40.7
21032,5,3.72,71.8
21033,5,2.34,47.2
21034,5,4.91,71.2
21035,5,4.23,37.6
21036,5,6.01,42.6
21037,5,7.49,70.8
21038,5,4.91,73.8
21039,5,5.73,40.3
21040,5,2.06,36.9
21041,5,4.04,70.6
21042,5,5.16,73.4
21043,5,6.22,39.0
21044,5,5.08,73.9
21045,5,5.04,49.5
21048,5,3.04,41.2
21049,5,4.87,73.2
21050,5,5.32,72.1
21051,5,7.1,38.9
21052,5,1.82,71.2
21053,5,5.08,43.1
21058,5,3.93,41.9
21059,5,3.31,72.7
21076,4,3.17,76.5
21077,4,4.93,50.0
21078,4,3.13,75.4
21079,4,3.3,38.9
21080,4,2.63,42.6
21081,4,4.38,74.6
21082,4,4.95,78.8
21083,4,5.86,42.0
21084,4,4.47,75.3
21085,4,3.09,37.5
21086,4,3.29,78.0
21087,4,5.4,38.3
21088,4,2.76,77.2
21089,4,7.08,49.1
21092,4,3.05,40.8
21093,4,6.67,76.1
21094,4,7.35,37.4
21095,4,5.42,75.8
21096,4,1.77,75.2
21097,4,3.44,44.8
21102,4,7.62,41.3
21103,4,5.68,78.6
21120,4,6.46,71.6
21121,4,3.38,46.9
21122,4,4.85,36.4
21123,4,5.28,70.3
21124,4,9.09,71.0
21125,4,7.54,42.8
21126,4,6.09,73.8
21127,4,7.67,40.2
21128,4,5.01,69.4
21129,4,3.42,36.4
21130,4,8.7,38.7
21131,4,4.76,73.1
21132,4,6.47,73.6
21133,4,6.23,49.9
21134,4,3.89,73.4
21135,4,4.5,40.9
21136,4,7.73,72.1
21137,4,7.77,38.2
21138,4,0.95,70.5
21139,4,5.52,42.3
21146,4,5.11,40.8
21147,4,6.46,73.0
21164,5,3.45,69.9
21165,5,2.93,46.2
21166,5,4.35,68.9
21167,5,3.94,35.6
21168,5,6.18,42.0
21169,5,7.0,68.8
21170,5,6.54,71.4
21171,5,6.02,38.4
21172,5,3.32,68.0
21173,5,2.35,35.9
21174,5,3.96,71.4
21175,5,7.16,37.6
21176,5,4.71,72.2
21177,5,5.29,48.8
21178,5,3.54,40.3
21179,5,4.29,71.5
21180,5,7.64,37.8
21181,5,6.53,70.4
21182,5,2.33,68.9
21183,5,4.4,41.6
21190,5,5.41,71.3
21191,5,4.36,41.3
21208,5,3.49,75.7
21209,5,5.06,48.6
21210,5,4.11,74.9
21211,5,2.56,37.8
21212,5,5.59,73.8
21213,5,3.26,42.4
21214,5,6.11,78.5
21215,5,5.27,41.0
21216,5,5.11,74.9
21217,5,3.1,36.6
21218,5,2.69,77.6
21219,5,5.78,36.8
21220,5,3.72,76.5
21221,5,7.27,48.1
21222,5,5.32,76.4
21223,5,3.21,40.2
21224,5,6.47,35.5
21225,5,6.83,75.1
21226,5,3.87,44.0
21227,5,1.57,75.4
21234,5,6.86,77.6
21235,5,6.43,41.2
21252,4,5.98,73.6
21253,4,4.99,47.5
21254,4,2.97,37.0
21255,4,3.92,71.8
21256,4,7.34,71.5
21257,4,6.48,41.4
21258,4,7.36,75.2
21259,4,5.64,40.4
21260,4,2.8,34.8
21261,4,4.61,71.5
21262,4,4.93,36.3
21263,4,3.75,74.7
21264,4,5.75,73.4
21265,4,7.44,48.2
21266,4,3.52,38.4
21267,4,2.64,74.2
21268,4,7.37,72.6
21269,4,6.59,37.1
21270,4,6.51,42.0
21271,4,2.04,71.8
21278,4,4.04,40.7
21279,4,3.98,73.4
21296,4,6.28,73.1
21297,4,4.14,45.8
21298,4,2.4,36.4
21299,4,3.75,73.0
21300,4,4.56,40.8
21301,4,8.69,71.6
21302,4,5.9,75.3
21303,4,5.07,39.5
21304,4,2.09,34.0
21305,4,5.93,71.9
21306,4,4.99,74.5
21307,4,5.32,35.7
21308,4,5.72,73.2
21309,4,7.06,47.6
21310,4,3.93,37.6
21311,4,4.11,73.4
21312,4,5.9,72.4
21313,4,4.84,35.9
21315,4,6.33,41.1
21316,4,1.88,71.8
21322,4,5.05,40.3
21323,4,5.34,72.8
21340,10,3.61,74.9
21341,10,0.47,35.8
21342,10,2.3,76.2
21343,10,1.04,29.4
21344,10,4.09,71.8
21345,10,1.09,32.0
21346,10,7.91,75.3
21347,10,2.58,29.2
21348,10,0.39,27.8
21349,10,4.79,73.2
21350,10,1.19,25.6
21351,10,2.42,76.4
21352,10,6.08,71.8
21353,10,5.48,33.8
21354,10,1.4,30.8
21355,10,8.39,72.1
21356,10,0.29,21.0
21357,10,4.48,70.6
21358,10,4.75,73.8
21359,10,1.24,29.9
21364,10,4.99,72.0
21365,10,2.15,30.6
21384,4,4.48,73.9
21385,4,3.93,49.6
21386,4,5.62,72.6
21387,4,4.29,38.6
21388,4,9.49,72.8
21389,4,7.62,43.7
21390,4,6.18,76.5
21391,4,6.23,41.9
21392,4,4.66,37.6
21393,4,5.04,72.4
21394,4,6.93,39.3
21395,4,3.58,75.4
21396,4,6.22,75.2
21397,4,5.88,50.7
21398,4,4.09,74.5
21399,4,3.35,41.0
21400,4,6.86,39.4
21401,4,5.59,73.7
21402,4,6.5,45.5
21405,4,0.78,73.6
21410,4,4.35,41.8
21411,4,6.1,75.2
21428,4,5.46,73.5
21429,4,4.56,48.2
21430,4,6.11,72.5
21431,4,4.14,37.5
21432,4,8.16,72.0
21433,4,6.22,42.5
21434,4,8.28,75.3
21435,4,4.36,41.0
21436,4,4.67,71.3
21437,4,3.5,35.6
21438,4,6.45,36.3
21439,4,2.98,74.9
21440,4,5.8,73.8
21441,4,6.91,48.2
21442,4,2.66,73.6
21443,4,3.07,39.4
21444,4,5.49,72.5
21445,4,6.26,37.5
21448,4,1.16,72.4
21449,4,5.98,42.7
21454,4,4.17,40.4
21455,4,4.56,74.3
21472,4,5.74,71.5
21473,4,3.48,47.2
21474,4,4.5,36.7
21475,4,5.75,70.2
21476,4,8.74,71.0
21477,4,7.04,43.3
21478,4,5.93,73.8
21479,4,7.75,40.6
21480,4,5.1,69.4
21481,4,3.34,36.7
21482,4,8.13,38.7
21483,4,4.76,73.2
21484,4,5.53,73.6
21485,4,6.5,49.8
21486,4,3.56,73.1
21487,4,4.66,41.1
21488,4,7.51,38.6
21489,4,6.84,72.0
21490,4,0.78,70.3
21492,4,4.46,43.2
21498,4,6.11,73.0
21499,4,5.37,41.4
21516,3,5.36,61.1
21517,3,6.65,80.0
21518,3,5.7,79.1
21519,3,4.94,49.9
21520,3,5.21,78.3
21521,3,4.23,52.3
21522,3,7.27,50.7
21523,3,2.36,81.1
21524,3,4.38,48.9
21525,3,6.99,77.3
21526,3,4.31,80.1
21527,3,6.11,52.3
21528,3,4.35,79.8
21529,3,6.29,58.6
21530,3,7.39,79.2
21531,3,4.27,52.1
21532,3,2.41,80.4
21533,3,3.03,48.5
21535,3,2.6,79.4
21537,3,7.51,53.8
21542,3,2.2,82.9
21543,3,7.68,49.8
21560,3,7.83,79.3
21561,3,5.01,61.7
21562,3,6.32,79.0
21563,3,3.89,50.2
21564,3,5.81,79.3
21565,3,4.18,53.5
21566,3,3.41,81.2
21567,3,7.27,52.4
21568,3,9.42,77.3
21569,3,5.88,49.8
21570,3,4.0,80.4
21571,3,5.43,54.5
21572,3,4.61,79.4
21573,3,4.88,59.2
21574,3,5.85,53.4
21575,3,7.82,78.6
21576,3,4.97,49.7
21577,3,4.09,79.8
21578,3,9.02,54.6
21579,3,3.33,79.6
21586,3,5.15,82.4
21587,3,4.86,51.4
21604,4,6.85,76.1
21605,4,4.79,54.1
21606,4,5.31,42.2
21607,4,5.62,75.6
21608,4,7.21,46.2
21609,4,7.29,75.6
21610,4,5.92,79.1
21611,4,9.17,44.5
21612,4,4.21,75.4
21613,4,7.24,41.9
21614,4,4.69,42.9
21615,4,2.34,79.1
21616,4,5.21,77.7
21617,4,7.13,52.2
21618,4,9.68,77.0
21619,4,5.16,45.4
21620,4,5.94,42.0
21621,4,3.9,76.5
21622,4,6.17,47.8
21625,4,2.86,75.5
21630,4,4.1,80.1
21631,4,6.51,43.3
21648,3,11.84,77.4
21649,3,4.24,57.4
21650,3,7.45,77.4
21651,3,4.45,45.0
21652,3,5.11,77.5
21653,3,5.13,48.4
21654,3,5.84,45.9
21655,3,6.1,80.4
21656,3,6.67,76.3
21657,3,5.71,45.9
21658,3,2.56,80.2
21659,3,4.66,46.0
21660,3,8.96,54.2
21661,3,5.41,78.2
21662,3,7.69,77.9
21663,3,4.26,47.4
21664,3,6.29,43.9
21665,3,3.21,77.6
21666,3,6.65,49.4
21668,3,2.66,76.8
21674,3,3.43,81.2
21675,3,6.1,44.8
21692,3,4.31,57.0
21693,3,12.67,77.5
21694,3,6.13,77.6
21695,3,4.23,44.9
21696,3,6.0,49.2
21697,3,4.65,77.8
21698,3,6.39,46.2
21699,3,5.39,80.5
21700,3,6.83,76.2
21701,3,5.65,45.4
21702,3,2.96,79.7
21703,3,4.69,46.4
21704,3,3.93,78.3
21705,3,8.02,54.4
21706,3,4.49,47.3
21707,3,8.0,78.2
21708,3,2.77,77.6
21709,3,6.02,44.0
21712,3,2.21,76.8
21713,3,7.04,49.5
21718,3,3.79,81.1
21719,3,6.26,45.0
21736,4,10.43,77.3
21737,4,3.61,58.1
21738,4,5.67,77.6
21739,4,4.62,45.7
21740,4,4.77,77.4
21741,4,5.63,48.7
21742,4,2.77,79.7
21743,4,6.39,46.4
21744,4,8.3,75.8
21745,4,4.05,45.6
21746,4,2.78,79.9
21747,4,4.72,47.0
21748,4,6.93,55.4
21749,4,2.76,78.1
21750,4,6.77,77.5
21751,4,6.08,48.3
21752,4,3.59,78.1
21753,4,5.74,44.8
21754,4,1.73,76.7
21757,4,7.5,50.6
21762,4,3.59,80.9
21763,4,6.76,45.7
21780,3,12.3,77.5
21781,3,4.07,57.2
21782,3,4.82,77.8
21783,3,4.08,44.6
21784,3,4.29,78.6
21785,3,6.38,50.1
21786,3,3.6,81.2
21787,3,8.17,46.9
21788,3,5.0,45.8
21789,3,6.95,76.9
21790,3,4.15,47.4
21791,3,3.19,80.3
21792,3,7.09,55.3
21793,3,2.6,79.1
21794,3,7.38,78.3
21795,3,6.49,47.7
21796,3,6.58,45.1
21797,3,3.06,78.6
21798,3,2.82,77.6
21799,3,7.36,50.4
21806,3,3.71,81.6
21807,3,6.66,45.8
21824,1,4.5,54.7
21825,1,5.16,77.6
21826,1,5.67,43.7
21827,1,5.0,77.6
21828,1,5.15,47.3
21829,1,9.21,76.6
21830,1,7.63,45.1
21831,1,2.48,80.7
21832,1,5.47,77.2
21833,1,7.8,42.9
21834,1,2.31,80.5
21835,1,5.12,43.2
21836,1,5.61,53.0
21837,1,3.4,79.4
21838,1,11.84,78.4
21839,1,3.04,45.1
21840,1,5.39,42.2
21841,1,3.68,78.7
21842,1,4.86,49.0
21845,1,2.17,77.9
21850,1,3.22,82.6
21851,1,8.2,45.0
21868,4,12.37,78.8
21869,4,3.02,61.0
21870,4,4.29,48.5
21871,4,8.42,79.0
21872,4,6.36,79.5
21873,4,4.16,53.0
21874,4,10.07,52.6
21875,4,4.95,80.9
21876,4,18.68,76.8
21877,4,5.46,50.4
21878,4,5.18,80.5
21879,4,7.57,54.5
21880,4,11.27,59.2
21881,4,4.21,79.8
21882,4,5.08,79.4
21883,4,7.08,54.0
21884,4,4.53,80.1
21885,4,6.02,50.5
21886,4,5.24,79.3
21889,4,6.89,54.2
21894,4,4.03,83.0
21895,4,4.65,51.8
21912,3,3.33,60.3
21913,3,6.4,79.3
21914,3,6.7,78.6
21915,3,6.27,48.8
21916,3,6.64,51.4
21917,3,3.89,78.9
21918,3,3.09,81.3
21919,3,9.08,49.7
21920,3,3.44,48.8
21921,3,8.59,76.8
21922,3,3.03,80.7
21923,3,5.92,51.5
21924,3,6.11,58.8
21925,3,4.45,80.3
21926,3,5.41,51.7
21927,3,5.64,78.8
21928,3,3.8,79.4
21929,3,4.28,48.0
21930,3,2.68,79.3
21931,3,8.17,53.0
21938,3,6.75,49.3
21939,3,2.15,83.0
21956,6,2.89,62.3
21957,6,13.78,79.7
21958,6,3.81,51.8
21959,6,8.41,79.9
21960,6,3.7,55.0
21961,6,5.01,80.3
21962,6,8.46,54.7
21963,6,4.68,81.3
21964,6,18.08,77.6
21965,6,3.69,51.9
21966,6,7.18,56.0
21967,6,6.04,80.5
21968,6,11.68,60.6
21969,6,6.43,79.6
21970,6,5.79,79.2
21971,6,4.93,55.1
21972,6,5.35,80.1
21973,6,6.48,52.7
21974,6,2.62,55.3
21976,6,8.93,79.8
21982,6,1.42,54.5
21983,6,1.38,83.3
22000,3,7.3,79.6
22001,3,4.31,61.0
22002,3,4.23,49.4
22003,3,5.41,78.2
22004,3,6.52,77.6
22005,3,4.27,51.1
22006,3,2.31,81.1
22007,3,6.41,50.1
22008,3,8.67,76.6
22009,3,4.35,48.3
22010,3,4.7,80.1
22011,3,6.07,51.5
22012,3,3.55,80.3
22013,3,5.95,58.4
22014,3,5.34,51.8
22015,3,7.63,78.8
22016,3,3.98,48.3
22017,3,3.25,79.8
22018,3,7.59,53.6
22020,3,2.31,79.3
22026,3,7.94,49.3
22027,3,3.39,82.5
22044,3,13.29,77.7
22045,3,4.5,56.2
22046,3,5.72,77.5
22047,3,4.27,44.9
22048,3,7.16,49.0
22049,3,5.38,77.3
22050,3,6.21,45.8
22051,3,5.9,79.7
22052,3,6.05,44.2
22053,3,6.38,75.8
22054,3,4.06,79.5
22055,3,4.82,45.5
22056,3,3.71,78.1
22057,3,7.55,53.6
22058,3,8.0,77.8
22059,3,4.55,46.6
22060,3,2.98,77.3
22061,3,5.81,43.2
22062,3,6.92,48.9
22063,3,2.16,76.5
22070,3,4.7,80.8
22071,3,6.1,44.9
22088,11,4.06,57.2
22089,11,12.45,77.5
22090,11,5.19,77.7
22091,11,4.52,44.8
22092,11,4.29,78.8
22093,11,6.71,50.3
22094,11,3.67,81.0
22095,11,8.87,47.3
22096,11,7.45,76.8
22097,11,4.95,46.4
22098,11,2.85,80.6
22099,11,4.34,48.1
22100,11,7.02,55.9
22101,11,2.51,78.9
22102,11,6.48,48.0
22103,11,7.76,78.0
22104,11,6.21,45.5
22105,11,3.46,78.9
22106,11,2.22,77.8
22108,11,7.34,50.9
22114,11,6.65,46.1
22115,11,3.81,81.6
22132,3,2.64,59.1
22133,3,7.12,79.4
22134,3,5.64,47.4
22135,3,6.29,79.3
22136,3,4.81,78.7
22137,3,4.42,51.0
22138,3,7.75,49.3
22139,3,3.76,81.0
22140,3,6.67,77.8
22141,3,4.17,48.0
22142,3,3.14,80.9
22143,3,5.16,49.4
22144,3,3.66,80.1
22145,3,4.27,57.7
22146,3,4.93,80.0
22147,3,4.14,50.7
22148,3,3.99,46.8
22149,3,5.79,80.0
22150,3,6.37,52.6
22153,3,6.03,79.0
22158,3,1.71,83.5
22159,3,7.93,47.4
22176,4,5.92,78.9
22177,4,3.26,60.6
22178,4,4.9,48.8
22179,4,5.88,78.0
22180,4,3.51,78.7
22181,4,6.35,51.7
22182,4,3.17,80.4
22183,4,9.77,50.3
22184,4,11.37,76.1
22185,4,3.56,48.4
22186,4,3.89,80.5
22187,4,3.97,52.0
22188,4,6.34,58.2
22189,4,4.66,80.0
22190,4,7.99,78.9
22191,4,7.28,52.7
22192,4,4.37,79.0
22193,4,5.33,48.2
22194,4,2.19,78.9
22195,4,8.64,52.6
22202,4,3.89,82.4
22203,4,5.56,49.4
22220,4,3.15,59.7
22221,4,7.22,78.2
22222,4,4.79,47.7
22223,4,6.05,78.0
22224,4,4.11,79.0
22225,4,5.52,51.4
22226,4,8.87,50.3
22227,4,3.16,80.2
22228,4,3.81,48.3
22229,4,15.74,76.2
22230,4,4.13,51.6
22231,4,3.3,79.9
22232,4,6.79,57.7
22233,4,4.35,79.4
22234,4,8.1,52.6
22235,4,8.19,78.6
22236,4,6.45,48.1
22237,4,5.0,78.7
22238,4,8.47,51.7
22240,4,4.08,78.3
22246,4,3.72,82.1
22247,4,5.31,49.3
22264,4,12.92,77.0
22265,4,4.68,55.4
22266,4,6.52,76.6
22267,4,4.4,43.9
22268,4,6.47,76.5
22269,4,7.29,47.6
22270,4,6.08,79.4
22271,4,6.97,45.1
22272,4,5.49,75.5
22273,4,6.3,43.2
22274,4,4.37,44.5
22275,4,3.82,79.1
22276,4,5.11,77.8
22277,4,7.37,53.0
22278,4,8.01,77.4
22279,4,4.16,46.1
22280,4,5.73,42.8
22281,4,3.31,76.9
22282,4,6.39,48.4
22284,4,2.72,76.2
22290,4,5.73,44.2
22291,4,4.05,80.5
22308,3,9.8,79.5
22309,3,3.35,61.9
22310,3,7.56,79.0
22311,3,3.39,50.0
22312,3,4.12,79.4
22313,3,4.73,53.6
22314,3,10.74,52.4
22315,3,5.02,81.2
22316,3,13.26,77.2
22317,3,6.08,50.3
22318,3,4.2,80.6
22319,3,5.16,54.8
22320,3,6.11,59.5
22321,3,4.54,79.2
22322,3,5.81,53.6
22323,3,7.89,78.4
22324,3,4.51,80.0
22325,3,4.79,50.5
22326,3,2.92,79.9
22329,3,8.58,54.2
22334,3,5.09,82.8
22335,3,4.49,51.4
22352,11,2.69,67.8
22353,11,2.23,34.8
22354,11,4.41,31.3
22355,11,2.15,67.3
22356,11,4.59,64.8
22357,11,4.37,28.0
22358,11,2.59,30.0
22359,11,2.96,64.9
22360,11,4.64,65.4
22361,11,1.83,24.6
22362,11,2.64,65.7
22363,11,2.38,29.1
22364,11,3.41,40.5
22365,11,6.5,64.4
22366,11,5.49,66.2
22367,11,4.53,31.6
22368,11,8.29,66.1
22369,11,3.19,27.2
22371,11,2.15,65.6
22372,11,4.59,32.8
22378,11,3.67,33.8
22379,11,4.72,65.9
22396,10,3.7,35.9
22397,10,3.64,68.2
22398,10,4.06,31.4
22399,10,2.65,66.1
22400,10,4.49,31.6
22401,10,6.6,63.8
22402,10,4.21,64.9
22403,10,2.75,31.9
22404,10,4.88,64.9
22405,10,3.89,25.0
22406,10,5.04,28.6
22407,10,2.72,64.4
22408,10,4.25,40.2
22409,10,6.8,63.6
22410,10,6.1,66.0
22411,10,2.84,31.9
22412,10,5.54,64.2
22413,10,4.98,27.3
22416,10,3.0,65.2
22417,10,5.86,34.5
22422,10,3.78,65.4
22423,10,5.68,33.6
22440,10,4.68,66.1
22441,10,3.11,33.5
22442,10,1.93,63.6
22443,10,4.97,29.2
22444,10,4.94,61.6
22445,10,4.27,26.6
22446,10,2.42,28.6
22447,10,3.84,62.8
22448,10,4.4,62.9
22449,10,1.72,23.5
22450,10,3.46,27.2
22451,10,3.08,63.0
22452,10,4.07,39.3
22453,10,7.75,63.1
22454,10,3.83,30.3
22455,10,5.2,64.1
22456,10,7.76,63.6
22457,10,4.04,26.2
22458,10,3.04,63.4
22459,10,6.68,32.3
22466,10,5.89,64.5
22467,10,3.34,32.1
22484,10,2.49,35.5
22485,10,2.41,69.3
22486,10,4.59,32.3
22487,10,2.38,67.9
22488,10,4.81,29.2
22489,10,3.98,66.0
22490,10,3.27,65.7
22491,10,3.31,31.2
22492,10,1.92,25.8
22493,10,4.04,66.4
22494,10,2.33,67.3
22495,10,2.51,30.1
22496,10,3.29,42.0
22497,10,7.09,65.6
22498,10,4.03,33.0
22499,10,6.41,67.1
22500,10,7.71,67.6
22501,10,2.95,28.7
22502,10,4.24,33.9
22505,10,2.71,66.6
22510,10,5.32,66.9
22511,10,3.52,34.9
22528,1,4.45,74.5
22529,1,4.19,47.4
22530,1,6.69,73.2
22531,1,3.13,37.2
22532,1,9.46,71.9
22533,1,5.83,41.8
22534,1,7.15,75.8
22535,1,5.22,40.6
22536,1,2.18,34.7
22537,1,5.31,72.3
22538,1,3.68,75.1
22539,1,6.27,36.0
22540,1,6.43,47.7
22541,1,6.24,74.2
22542,1,2.58,74.7
22543,1,3.49,38.3
22544,1,6.06,73.0
22545,1,4.9,36.6
22546,1,6.33,42.3
22548,1,2.13,72.7
22554,1,5.14,74.2
22555,1,5.05,41.0
22572,3,3.69,61.0
22573,3,6.69,79.3
22574,3,5.56,78.0
22575,3,4.03,49.5
22576,3,4.88,78.7
22577,3,6.31,51.6
22578,3,3.36,81.2
22579,3,8.69,50.6
22580,3,8.04,76.2
22581,3,3.22,48.0
22582,3,3.29,80.5
22583,3,5.03,51.8
22584,3,4.68,80.2
22585,3,6.95,58.7
22586,3,7.81,78.4
22587,3,5.91,51.8
22588,3,4.7,48.8
22589,3,3.85,79.3
22591,3,8.38,53.1
22592,3,1.81,79.6
22598,3,6.95,49.8
22599,3,3.54,82.8
22616,4,7.31,79.4
22617,4,5.28,61.3
22618,4,5.56,78.3
22619,4,3.76,49.7
22620,4,6.73,78.3
22621,4,4.74,52.3
22622,4,7.18,51.2
22623,4,2.85,81.0
22624,4,4.84,48.8
22625,4,9.21,76.7
22626,4,4.87,80.1
22627,4,5.68,52.8
22628,4,4.22,79.6
22629,4,5.81,58.7
22630,4,8.69,78.3
22631,4,5.44,52.2
22632,4,3.97,79.6
22633,4,4.71,48.9
22634,4,8.53,53.5
22635,4,2.08,79.3
22642,4,3.95,82.4
22643,4,7.75,50.1
22660,3,11.95,78.4
22661,3,3.45,59.1
22662,3,4.98,46.4
22663,3,6.28,78.5
22664,3,5.76,48.5
22665,3,6.12,77.6
22666,3,6.1,46.6
22667,3,4.82,80.5
22668,3,5.45,76.8
22669,3,5.36,45.5
22670,3,4.74,46.4
22671,3,2.8,80.6
22672,3,3.79,78.7
22673,3,6.97,55.4
22674,3,9.21,78.0
22675,3,4.75,48.2
22676,3,5.86,44.0
22677,3,3.21,78.5
22680,3,2.39,77.2
22681,3,7.91,50.2
22686,3,2.74,81.9
22687,3,6.6,45.6
22704,3,2.8,59.4
22705,3,8.69,79.7
22706,3,5.36,47.5
22707,3,6.36,79.9
22708,3,6.03,79.0
22709,3,4.39,51.5
22710,3,2.73,81.7
22711,3,5.53,49.7
22712,3,6.52,78.0
22713,3,4.86,47.4
22714,3,4.91,49.0
22715,3,4.23,81.0
22716,3,4.72,57.0
22717,3,4.0,79.7
22718,3,4.74,79.8
22719,3,4.91,50.0
22720,3,4.45,79.8
22721,3,3.67,46.6
22723,3,7.68,52.2
22724,3,5.37,78.6
22730,3,1.77,83.3
22731,3,8.15,46.9
22748,3,8.93,77.6
22749,3,3.37,59.3
22750,3,4.24,47.0
22751,3,7.14,77.8
22752,3,4.77,52.0
22753,3,4.0,79.5
22754,3,9.45,51.0
22755,3,3.55,80.6
22756,3,15.35,76.4
22757,3,4.44,48.0
22758,3,4.74,51.4
22759,3,3.61,79.6
22760,3,7.85,57.7
22761,3,4.31,78.9
22762,3,7.02,78.6
22763,3,7.85,52.3
22764,3,6.35,48.6
22765,3,5.63,78.8
22766,3,8.7,51.4
22767,3,3.96,78.1
22774,3,3.55,81.9
22775,3,5.32,49.8
22792,3,2.95,61.1
22793,3,10.84,79.0
22794,3,5.7,78.1
22795,3,3.23,48.8
22796,3,5.41,52.4
22797,3,3.32,79.2
22798,3,4.44,80.7
22799,3,12.38,51.3
22800,3,12.29,76.3
22801,3,4.77,49.1
22802,3,4.09,80.4
22803,3,4.17,53.0
22804,3,5.16,79.7
22805,3,6.07,58.6
22806,3,6.17,78.6
22807,3,6.95,53.3
22808,3,6.24,49.5
22809,3,5.23,79.4
22810,3,8.61,53.1
22811,3,1.92,79.2
22818,3,3.36,82.7
22819,3,5.33,50.0
22836,11,14.12,76.9
22837,11,4.45,55.8
22838,11,8.9,76.1
22839,11,4.66,44.0
22840,11,6.83,47.2
22841,11,6.86,76.3
22842,11,6.23,79.9
22843,11,7.93,45.5
22844,11,6.15,76.0
22845,11,6.32,44.0
22846,11,3.52,44.6
22847,11,2.88,79.7
22848,11,8.55,53.4
22849,11,5.26,78.2
22850,11,4.41,46.6
22851,11,8.77,77.6
22852,11,2.88,77.2
22853,11,5.49,43.1
22855,11,2.48,76.6
22856,11,5.89,48.9
22862,11,6.12,44.1
22863,11,3.62,81.1
22880,1,2.52,61.4
22881,1,12.85,79.1
22882,1,3.58,48.7
22883,1,6.86,78.8
22884,1,4.17,53.4
22885,1,5.04,79.7
22886,1,4.03,81.1
22887,1,11.8,52.3
22888,1,6.03,50.0
22889,1,14.0,76.7
22890,1,5.65,80.2
22891,1,4.96,54.4
22892,1,5.03,79.3
22893,1,9.17,59.2
22894,1,6.42,78.7
22895,1,6.79,54.3
22896,1,5.18,79.8
22897,1,4.62,50.8
22898,1,3.39,79.3
22899,1,8.68,54.4
22906,1,3.18,82.9
22907,1,4.73,51.3
22924,4,6.42,77.6
22925,4,3.23,58.1
22926,4,5.51,77.6
22927,4,4.95,46.6
22928,4,6.13,50.0
22929,4,4.34,77.7
22930,4,3.03,79.3
22931,4,8.69,48.4
22932,4,3.71,47.2
22933,4,11.34,75.9
22934,4,4.04,79.8
22935,4,4.19,48.9
22936,4,6.04,56.5
22937,4,3.82,78.4
22938,4,5.49,78.1
22939,4,5.3,50.3
22940,4,5.05,78.5
22941,4,5.08,45.6
22942,4,3.9,77.3
22944,4,8.1,51.0
22950,4,3.04,81.6
22951,4,6.29,47.6
22968,7,3.23,58.8
22969,7,6.17,78.5
22970,7,5.6,47.4
22971,7,5.97,78.4
22972,7,6.46,50.6
22973,7,3.98,78.5
22974,7,2.8,80.3
22975,7,7.83,49.0
22976,7,3.2,48.9
22977,7,9.98,76.7
22978,7,5.18,50.4
22979,7,2.54,80.4
22980,7,3.63,79.2
22981,7,5.99,57.2
22982,7,5.36,78.6
22983,7,5.19,51.4
22984,7,4.75,46.8
22985,7,4.66,79.1
22987,7,8.17,52.0
22989,7,4.23,77.8
22994,7,6.57,48.4
22995,7,2.11,82.6
23012,3,3.11,59.4
23013,3,11.52,78.0
23014,3,4.96,46.6
23015,3,5.55,78.2
23016,3,4.87,47.8
